Title,Description,Expiration Date,year
Extreme Reduced Instruction Set Computing (xRISC) for High Speed Execution of Computing Algorithms,Extreme Reduced Instruction Set Computing (xRISC) for High Speed Execution of Computing Algorithms,2033-01-01,2033
Height Control and Deposition Measurement for the Electron Beam Free Form Fabrication (EBF3) Process,Height Control and Deposition Measurement for the Electron Beam Free Form Fabrication (EBF3) Process,2033-01-01,2033
Conductive Polymer/Carbon Nanotube Structural Materials and Methods for Making Same,Conductive Polymer/Carbon Nanotube Structural Materials and Methods for Making Same,2033-01-01,2033
Quasi-Static Electric Field Generator,Quasi-Static Electric Field Generator,2033-01-01,2033
A Statistically Based Approach to Broadband Liner Design and Assessment,A Statistically Based Approach to Broadband Liner Design and Assessment,2033-01-01,2033
A Graphical Acoustic Liner Design and Analysis Tool,A Graphical Acoustic Liner Design and Analysis Tool,2033-01-01,2033
Tethered Vehicle Control and Tracking System,Tethered Vehicle Control and Tracking System,2033-01-01,2033
Airborne Wind Profiling Algorithm for Doppler Wind Lidar (APOLO),Airborne Wind Profiling Algorithm for Doppler Wind Lidar (APOLO),2033-01-01,2033
Airborne Doppler Wind Lidar Post Data Processing Software DAPS-LV,Airborne Doppler Wind Lidar Post Data Processing Software DAPS-LV,2033-01-01,2033
Flap Edge Noise Reduction Fins (FENoRFins),Flap Edge Noise Reduction Fins (FENoRFins),2033-01-01,2033
High Tg Polyimides For Resin Transfer Molding (RTM),High Tg Polyimides For Resin Transfer Molding (RTM),2033-01-01,2033
A Free-Jet Dual-Mode Combustor Concept for Wide Operating Range Ramjet Propulsion,A Free-Jet Dual-Mode Combustor Concept for Wide Operating Range Ramjet Propulsion,2033-01-01,2033
Porous Cross-Linked Polyimide-UREA Networks,Porous Cross-Linked Polyimide-UREA Networks,2033-01-01,2033
Electrospun Nanofiber Coating Of Fiber Materials: A Composite Toughening Approach,Electrospun Nanofiber Coating Of Fiber Materials: A Composite Toughening Approach,2033-01-01,2033
Paired Threaded Film Cooling Holes for Improved Turbine Film Cooling,Paired Threaded Film Cooling Holes for Improved Turbine Film Cooling,2033-01-01,2033
V-Cess: A Novel Flow Control Method Using A Shaped Recess,V-Cess: A Novel Flow Control Method Using A Shaped Recess,2033-01-01,2033
High Temperature Single Crystal Preloader,High Temperature Single Crystal Preloader,2033-01-01,2033
Fuzzy Neuron: Method and Hardware Realization,Fuzzy Neuron: Method and Hardware Realization,2033-01-01,2033
Analog Correlator Based on One Bit Digital Correlator,Analog Correlator Based on One Bit Digital Correlator,2033-01-01,2033
Modeling and Simulation of a Solar Electric Propulsion Vehicle in Near-Earth Vicinity Including Solar Array Degradation,Modeling and Simulation of a Solar Electric Propulsion Vehicle in Near-Earth Vicinity Including Solar Array Degradation,2033-01-01,2033
New Power Source For Deep Space Missions- Utilizing The Doubly Exothermic Reaction Between Deuterium And Palladium To Produce Electrical Power,New Power Source For Deep Space Missions- Utilizing The Doubly Exothermic Reaction Between Deuterium And Palladium To Produce Electrical Power,2033-01-01,2033
Conditionally Active Min-Max Limit Regulators,Conditionally Active Min-Max Limit Regulators,2033-01-01,2033
"Magnetostrictive Alternator - Low cost, No moving part, High Efficiency, Oscillating Acoustic Pressure Wave to Electric Power Transducer","Magnetostrictive Alternator - Low cost, No moving part, High Efficiency, Oscillating Acoustic Pressure Wave to Electric Power Transducer",2033-01-01,2033
Adaptive Phase Delay Generator,Adaptive Phase Delay Generator,2033-01-01,2033
Advanced High Temperature and Fatigue Resistant Environmental Barrier Coating Bond Coat Systems for SiC/SiC Ceramic Matrix Composites,Advanced High Temperature and Fatigue Resistant Environmental Barrier Coating Bond Coat Systems for SiC/SiC Ceramic Matrix Composites,2033-01-01,2033
Dynamic Range Enhancement Of High-Speed Data Acquisition Systems By Reversible Non-Linear Amplitude Compression,Dynamic Range Enhancement Of High-Speed Data Acquisition Systems By Reversible Non-Linear Amplitude Compression,2033-01-01,2033
High Temperature Lightweight Self-Healing Ceramic Composites for Aircraft Engine Applications,High Temperature Lightweight Self-Healing Ceramic Composites for Aircraft Engine Applications,2033-01-01,2033
Spoked Wheel Assembly With Two Rotational Modes,Spoked Wheel Assembly With Two Rotational Modes,2033-01-01,2033
Method and System for Physiologically Modulating Videogames and Simulations Which Use Gesture and Body Image Sensing Control Input Devices,Method and System for Physiologically Modulating Videogames and Simulations Which Use Gesture and Body Image Sensing Control Input Devices,2033-01-01,2033
Synergistic Chemical and Topographical Surface Modifications and Articles of Manufacture for Dynamic Insect Adhesion Mitigation,Synergistic Chemical and Topographical Surface Modifications and Articles of Manufacture for Dynamic Insect Adhesion Mitigation,2033-01-01,2033
Tension Stiffened and Tendon Actuated Space Manipulators,Tension Stiffened and Tendon Actuated Space Manipulators,2033-01-01,2033
Multi-spacecraft Autonomous Positioning System / Network-Based Navigation,Multi-spacecraft Autonomous Positioning System / Network-Based Navigation,2033-01-01,2033
PICA on Edge: Edgewise strips of PICA ablator to eliminate gaps in capsule heat shield,PICA on Edge: Edgewise strips of PICA ablator to eliminate gaps in capsule heat shield,2033-01-01,2033
No Moving Part - Variable Frequency Fluidic Oscillator,No Moving Part - Variable Frequency Fluidic Oscillator,2033-01-01,2033
SpaceCube v. 2.0 Flight Power Card,SpaceCube v. 2.0 Flight Power Card,2033-01-01,2033
"Spectroscopy using Electric Permittivity, Magnetic Permeability and Electrical Conductivity Spatial Profiles","Spectroscopy using Electric Permittivity, Magnetic Permeability and Electrical Conductivity Spatial Profiles",2033-01-01,2033
Interrogations Leading to Recertification of Wire Crimps and Other Joining Technologies.,Interrogations Leading to Recertification of Wire Crimps and Other Joining Technologies.,2033-01-01,2033
Linear Fresnel Spectrometer Chip with Gradient Line Grating,Linear Fresnel Spectrometer Chip with Gradient Line Grating,2033-01-01,2033
Locomotion of Amorphous Surface Robots,Locomotion of Amorphous Surface Robots,2033-01-01,2033
Synchronized Sweeping Jet Actuators,Synchronized Sweeping Jet Actuators,2033-01-01,2033
A Structural Joint With Multi-Axis Load Carrying Capacity,A Structural Joint With Multi-Axis Load Carrying Capacity,2033-01-01,2033
Multi-Functional BN-BN Composite,Multi-Functional BN-BN Composite,2033-01-01,2033
SpaceCube v2.0 Micro,SpaceCube v2.0 Micro,2033-01-01,2033
Variable Acceleration Force Calibration System,Variable Acceleration Force Calibration System,2033-01-01,2033
Transparent and Ubiquitous Sensing Technology,Transparent and Ubiquitous Sensing Technology,2033-01-01,2033
Wallops Flight Facility 6U Advanced CubeSat Ejector (ACE),Wallops Flight Facility 6U Advanced CubeSat Ejector (ACE),2033-01-01,2033
Doped Chiral Polymer Negative Index Materials (DCPNIM),Doped Chiral Polymer Negative Index Materials (DCPNIM),2033-01-01,2033
Carbon Nanotube Tape Single Axis Accelerometer,Carbon Nanotube Tape Single Axis Accelerometer,2033-01-01,2033
An aerodynamic design concept for rocket nozzle side load reduction,An aerodynamic design concept for rocket nozzle side load reduction,2033-01-01,2033
MISSE-7 Control Center,MISSE-7 Control Center,2033-01-01,2033
Non-Explosively-Actuated Pressurization Start Valve,Non-Explosively-Actuated Pressurization Start Valve,2033-01-01,2033
Piezoelectric Gravity Gradient and Multiple Purpose Sensor Detection System,Piezoelectric Gravity Gradient and Multiple Purpose Sensor Detection System,2033-01-01,2033
Mitigation of Sonic Boom from Supersonic Vehicles by means of Long Penetration Mode (LPM) Counter-Flowing Cold Gas Jets,Mitigation of Sonic Boom from Supersonic Vehicles by means of Long Penetration Mode (LPM) Counter-Flowing Cold Gas Jets,2033-01-01,2033
Friction and Wear Management Using Solvent Partioning of Hydrophilic Surface-Interactive Chemicals contains in Boundary Layer-Targeted Emulsions,Friction and Wear Management Using Solvent Partioning of Hydrophilic Surface-Interactive Chemicals contains in Boundary Layer-Targeted Emulsions,2033-01-01,2033
Propellant Transfer Assembly Design and Development,Propellant Transfer Assembly Design and Development,2033-01-01,2033
Chemical sensors based on 2-dimensional materials,Chemical sensors based on 2-dimensional materials,2033-01-01,2033
Methods for Intercalating and Exfoliating Hexagonal Boron Nitride,Methods for Intercalating and Exfoliating Hexagonal Boron Nitride,2034-01-01,2034
Superelastic Ternary Ordered Intermetallic Compounds,Superelastic Ternary Ordered Intermetallic Compounds,2034-01-01,2034
"Fast, Large Area, Wide Band Gap UV Photodetector for Cherenkov Light Detection","Fast, Large Area, Wide Band Gap UV Photodetector for Cherenkov Light Detection",2034-01-01,2034
Nanostructure Neutron Converter Layer Development,Nanostructure Neutron Converter Layer Development,2034-01-01,2034
Polyimide Aerogels With Three Dimensional Cross-Linked Structure,Polyimide Aerogels With Three Dimensional Cross-Linked Structure,2034-01-01,2034
In-Situ Load System (ILS) for Calibrating and Validating Aerodynamic Properties of Scaled Aircraft in Ground-based Aerospace Testing Applications,In-Situ Load System (ILS) for Calibrating and Validating Aerodynamic Properties of Scaled Aircraft in Ground-based Aerospace Testing Applications,2034-01-01,2034
A Design Technology to Eliminate Dribble Volume in Rocket Engine Manifolds for Swirl-Coaxial Injectors,A Design Technology to Eliminate Dribble Volume in Rocket Engine Manifolds for Swirl-Coaxial Injectors,2034-01-01,2034
Carbon Nanotube Tape Vibrating Gyroscope Update,Carbon Nanotube Tape Vibrating Gyroscope Update,2034-01-01,2034
RFID Torque-Sensing Tag System for Fasteners,RFID Torque-Sensing Tag System for Fasteners,2034-01-01,2034
Particle Damping for Vibration Mitigation of Circuit Cards,Particle Damping for Vibration Mitigation of Circuit Cards,2034-01-01,2034
Process for Preparing Aerogels from Polyamides,Process for Preparing Aerogels from Polyamides,2034-01-01,2034
High Mobility Transport Layer Structures for Rhombohedral Si/Ge/SiGe Devices,High Mobility Transport Layer Structures for Rhombohedral Si/Ge/SiGe Devices,2034-01-01,2034
